area_identifier,area_name_en,area_name_ms,person_name_en,person_name_ms,post_role_en,post_role_ms,post_label_en,post_label_ms,on_behalf_of_name_en,on_behalf_of_name_ms,actual_party,post_role_en,post_role_ms,post_label_en,post_label_ms,start_date,end_date,person_id,membership_id,post_id,area_id,on_behalf_of_id
P109,Kapar,Kapar,Manikavasagam Sundaram,Manikavasagam A/L Sundaram,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kapar,,Malaysian People's Party,Parti Rakyat Malaysia,PRM,,,,,,,,,,,
P109,Kapar,Kapar,Mohana Muniandy Raman,Mohana A/P Muniandy Raman,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kapar,,National Front,Barisan Nasional,MIC,,,,,,,,,,,
P110,Klang,Klang,Charles Anthony R. Santiago,Charles Anthony A/L R. Santiago,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Klang,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P110,Klang,Klang,Ching Eu Boon,Ching Eu Boon,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Klang,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P110,Klang,Klang,Khairul Shah Abdullah,Khairul Shah Bin Abdullah,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Klang,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P110,Klang,Klang,Puvanenderan Ganasamoorthy,Puvanenderan Ganasamoorthy,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Klang,,Independent,Bebas,,,,,,,,,,,,
P111,Kota Raja,Kota Raja,Mohamad Sabu,Mohamad Bin Sabu,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kota Raja,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,,,,,
P111,Kota Raja,Kota Raja,Mohamed Diah Baharun,Mohamed Diah Bin Baharun,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kota Raja,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P111,Kota Raja,Kota Raja,V Gunalan Velu,V Gunalan A/L Velu,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kota Raja,,National Front,Barisan Nasional,MIC,,,,,,,,,,,
P112,Kuala Langat,Kuala Langat,Shahril Sufian Hamdan,Shahril Sufian Bin Hamdan,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kuala Langat,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P112,Kuala Langat,Kuala Langat,Xavier Jayakumar Arulanandam,Xavier Jayakumar A/L Arulanandam,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kuala Langat,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P112,Kuala Langat,Kuala Langat,Yahya Baba,Yahya Bin Baba,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kuala Langat,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P113,Sepang,Sepang,Marsum Paing,Marsum Bin Paing,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sepang,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P113,Sepang,Sepang,Mohamed Hanipa Maidin,Mohamed Hanipa Bin Maidin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sepang,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,,,,,
P113,Sepang,Sepang,Sabirin Marsono,Sabirin BIn Marsono,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sepang,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P114,Kepong,Kepong,LIm LIp Eng,Lim Lip Eng,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kepong,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,Autofilled,Autofilled,Autofilled,Autofilled,Autofilled
P114,Kepong,Kepong,Ong Siang Liang,Ong Siang Liang,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kepong,,National Front,Barisan Nasional,GERAKAN,,,,,,,Autofilled,Autofilled,Autofilled,Autofilled,Autofilled
P115,Batu,Batu,Azhar Yahya,Azhar Bin Yahya,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Batu,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,Autofilled,Autofilled,Autofilled,Autofilled,Autofilled
P115,Batu,Batu,Dominic Lau Hoe Chai,Dominic Lau Hoe Chai,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Batu,,National Front,Barisan Nasional,MCA,,,,,,,Autofilled,Autofilled,Autofilled,Autofilled,Autofilled
P115,Batu,Batu,Prabakaran Parameswaran,Prabakaran Parameswaran,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Batu,,Independent,Bebas,,,,,,,,Autofilled,Autofilled,Autofilled,Autofilled,Autofilled
P115,Batu,Batu,VM Panjamothy Muthusamy,VM Panjamothy A/L Muthusamy,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Batu,,Independent,Bebas,,,,,,,,,,,,
P116,Wangsa Maju,Wangsa Maju,Tan Yee Kew,Tan Yee Kew,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Wangsa Maju,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,Autofilled,Autofilled,Autofilled,Autofilled,Autofilled
P116,Wangsa Maju,Wangsa Maju,Razali Tumrin,Razali Bin Tumrin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Wangsa Maju,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P116,Wangsa Maju,Wangsa Maju,Yeow Teong Look,Datuk Seri Yeow Teong Look,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Wangsa Maju,,National Front,Barisan Nasional,MCA,,,,,,,Autofilled,Autofilled,Autofilled,Autofilled,Autofilled
P117,Segambut,Segambut,Loga Bala Mohan Jaganathan,Loga Bala Mohan A/L Jaganathan,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Segambut,,National Front,Barisan Nasional,MyPPP,,,,,,,Autofilled,Autofilled,Autofilled,Autofilled,Autofilled
P117,Segambut,Segambut,Mohd Solleh Ab Razak,Mohd Solleh Bin Ab Razak,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Segambut,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,Autofilled,Autofilled,Autofilled,Autofilled,Autofilled
P117,Segambut,Segambut,Yeoh Tseow Suan,Yeoh Tseow Suan,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Segambut,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P118,Setiawangsa,Setiawangsa,Nik Nazmi NIk Ahmad,Nik Nazmi Bin Nik Ahmad,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Setiawangsa,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P118,Setiawangsa,Setiawangsa,Ubaid Abd Akla,Ubaid Bin Abd Akla,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Setiawangsa,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P118,Setiawangsa,Setiawangsa,Zulhasnan Rafique,Zulhasnan Bin Rafique,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Setiawangsa,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P119,Titiwangsa,Titiwangsa,Johari Abdul Ghani,Johari Bin Abdul Ghani,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Titiwangsa,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P119,Titiwangsa,Titiwangsa,Mohamad Noor Mohamad,Mohamad Noor Bin Mohamad,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Titiwangsa,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P119,Titiwangsa,Titiwangsa,Rina Mohd Harun,Rina Binti Mohd Harun,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Titiwangsa,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P120,Bukit Bintang,Bukit Bintang,Fong Kui Lun,Fong Kui Lun,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bukit Bintang,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P120,Bukit Bintang,Bukit Bintang,Khairul Husni Othman,Khairul Husni Bin Othman,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bukit Bintang,,Penang Front Party,Penang Front Party,PFP,,,,,,,,,,,
P120,Bukit Bintang,Bukit Bintang,Tan Ean Ean,Tan Ean Ean,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bukit Bintang,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P121,Lembah Pantai,Lembah Pantai,Ahmad Fahmi Mohamed Fadzil,Ahmad Fahmi Bin Mohamed Fadzil,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Lembah Pantai,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P121,Lembah Pantai,Lembah Pantai,Fauzi Bin Abu Bakar,Fauzi Abu Bakar,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Lembah Pantai,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P121,Lembah Pantai,Lembah Pantai,Raja Nong Chik Raja Zainal Abidin,Raja Nong Chik Bin Raja Zainal Abidin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Lembah Pantai,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P122,Seputeh,Seputeh,Chan Quin Er,Chan Quin Er,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Seputeh,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P122,Seputeh,Seputeh,Teresa Kok Suh Sim,Teresa Kok Suh Sim,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Seputeh,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P123,Cheras,Cheras,Heng Sinn Yee,Heng Sinn Yee,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Cheras,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P123,Cheras,Cheras,Tan Kok Wai,Tan Kok Wai,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Cheras,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P124,Bandar Tun Razak,Bandar Tun Razak,Adnan Seman @ Abdullah,Adnan Bin Seman @ Abdullah,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bandar Tun Razak,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P124,Bandar Tun Razak,Bandar Tun Razak,Kamarudin Jaafar,Kamarudin Bin Jaafar,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bandar Tun Razak,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P124,Bandar Tun Razak,Bandar Tun Razak,Rosni Adam,Rosni Binti Adam,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bandar Tun Razak,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P125,Putrajaya,Putrajaya,Samsu Adabi Mamat,Samsu Adabi Bin Mamat,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Putrajaya,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P125,Putrajaya,Putrajaya,Tengku Adnan Tengku Mansor,Tengku Adnan Bin Tengku Mansor,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Putrajaya,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P125,Putrajaya,Putrajaya,Zainal Abidin Kidam,Zainal Abidin Bin Kidam,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Putrajaya,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P126,Jelebu,Jelebu,Jalaluddin Alias,Jalaluddin Bin Alias,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Jelebu,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P126,Jelebu,Jelebu,Mustafar Ab Kadir,Mustafar Bin Ab Kadir,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Jelebu,,People's Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,,,,,
P126,Jelebu,Jelebu,Norman Ipin,Norman Bin Ipin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Jelebu,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P127,Jempol,Jempol,Mohd Salim Sharif @ Mohd Sharif,Mohd Salim Bin Sharif @ Mohd Sharif,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Jempol,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P127,Jempol,Jempol,Kamarulzaman Kamdias,Kamarulzaman Bin Kamdias,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Jempol,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P127,Jempol,Jempol,Mustaffa Daharun,Mustaffa Bin Daharun,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Jempol,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P128,Seremban,Seremban,Chong Sin Woon,Chong Sin Woon,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Seremban,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P128,Seremban,Seremban,Loke Siew Fook,Loke Siew Fook,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Seremban,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P128,Seremban,Seremban,Sharifuddin Ahmad,Sharifuddin Bin Ahmad,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Seremban,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P129,Kuala Pilah,Kuala Pilah,Eddin Syazlee Shith,Eddin Syazlee Bin Shith,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kuala Pilah,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P129,Kuala Pilah,Kuala Pilah,Hasan Malek,Hasan Bin Malek,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kuala Pilah,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P129,Kuala Pilah,Kuala Pilah,Rafiei Mustapha,Rafiei Bin Mustapha,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kuala Pilah,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P130,Rasah,Rasah,Cha Kee Chin ,Cha Kee Chin ,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Rasah,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P130,Rasah,Rasah,David Dass Aseerpatham,David Dass Aseerpatham,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Rasah,,People's Alternative Party,Parti Alternatif Rakyat,PAP,,,,,,,,,,,
P130,Rasah,Rasah,Mohd Khairil Anuar Mohd Wafa,Mohd Khairil Anuar Mohd Wafa,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Rasah,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P130,Rasah,Rasah,N​​​​​​g Kian Nam ,N​​​​​​g Kian Nam ,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Rasah,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P131,Rembau,Rembau,​​​​​​Khairy Jamaludin Abu Bakar,​​​​​​Khairy Jamaludin Abu Bakar,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Rembau,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P131,Rembau,Rembau,Mustafa Dolah,Mustafa Bin Dolah,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Rembau,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P131,Rembau,Rembau,Roseli Abdul Gani,Roseli Bin Abdul Gani,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Rembau,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P132,Port Dickson,Port Dickson,Danyal Balagopal Abdullah,Danyal Balagopal Abdullah,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Port Dickson,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P132,Port Dickson,Port Dickson,Mahfuz Roslan,Mahfuz Bin Roslan,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Port Dickson,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P132,Port Dickson,Port Dickson,Mogan Velayatham,Mogan A/L Velayatham,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Port Dickson,,National Front,Barisan Nasional,MIC,,,,,,,,,,,
P133,Tampin,Tampin,Abdul Halim Abu Bakar,Abdul Halim Bin Abu Bakar,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tampin,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P133,Tampin,Tampin,Hasan Bahrom,Hasan Bin Bahrom,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tampin,,People's Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,,,,,
P133,Tampin,Tampin,Shaziman Abu Mansor,Shaziman Bin Abu Mansor,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tampin,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P134,Masjid Tanah,Masjid Tanah,Mas Ermieyati Samsudin,Mas Ermieyati Binti Samsudin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Masjid Tanah,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P134,Masjid Tanah,Masjid Tanah,Mohd Nasir Othman,Mohd Nasir Bin Othman,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Masjid Tanah,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P134,Masjid Tanah,Masjid Tanah,Sabirin Ja'afar,Sabirin Bin Ja'afar,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Masjid Tanah,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P135,Alor Gajah,Alor Gajah,Mohammad Nazree Mohammad Aris,Mohammad Nazree Bin Mohammad Aris,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Alor Gajah,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P135,Alor Gajah,Alor Gajah,Mohd Redzuan Md Yusof,Mohd Redzuan Bin Md Yusof,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Alor Gajah,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P135,Alor Gajah,Alor Gajah,Wong Nai Chee,Wong Nai Chee,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Alor Gajah,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P136,Tangga Batu,Tangga Batu,Rusnah Aluai,Rusnah Binti Aluai,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tangga Batu,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P136,Tangga Batu,Tangga Batu,Zali Mat Yasin,Zali Bin Mat Yasin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tangga Batu,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P136,Tangga Batu,Tangga Batu,Zukifli Ismail,Zukifli Bin Ismail,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tangga Batu,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P137,Hang Tuah Jaya,Hang Tuah Jaya,Md Khalid Kassim,Md Khalid Bin Kassim,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Hang Tuah Jaya,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P137,Hang Tuah Jaya,Hang Tuah Jaya,Mohd Ali Mohd Rustam,Mohd Ali Bin Mohd Rustam,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Hang Tuah Jaya,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P137,Hang Tuah Jaya,Hang Tuah Jaya,Shamsul Iskandar @ Yusre Mohd Akin,Shamsul Iskandar @ Yusre Bin Mohd Akin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Hang Tuah Jaya,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P138,Kota Melaka,Kota Melaka,Choo Wei Sern,Choo Wei Sern,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kota Melaka,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P138,Kota Melaka,Kota Melaka,Goh Leong San,Goh Leong San,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kota Melaka,,Independent,Bebas,,,,,,,,,,,,
P138,Kota Melaka,Kota Melaka,Khoo Poay Tiong,Khoo Poay Tiong,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kota Melaka,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P139,Jasin,Jasin,Abd Alim Shapie,Abd Alim Bin Shapie,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Jasin,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P139,Jasin,Jasin,Ahmad Hamzah,Ahmad Bin Hamzah,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Jasin,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P139,Jasin,Jasin,Khairuddin Abu Hassan,Khairuddin Bin Abu Hassan,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Jasin,,People's Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,,,,,
P140,Segamat,Segamat,Khairul Faizi Ahmad Kamil,Khairul Faizi Bin Ahmad Kamil,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Segamat,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P140,Segamat,Segamat,Santhara Kumar Ramanaidu,Santhara Kumar A/L Ramanaidu,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Segamat,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P140,Segamat,Segamat,Subramaniam K.V. Sathasivam,Subramaniam A/L K.V. Sathasivam,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Segamat,,National Front,Barisan Nasional,MIC,,,,,,,,,,,
P141,Sekijang,Sekijang,Ayub Rahmat,Ayub Bin Rahmat,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sekijang,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P141,Sekijang,Sekijang,Natrah Ismail,Natrah Binti Ismail,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sekijang,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P142,Labis,Labis,Chua Tee Yong,Chua Tee Yong,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Labis,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P142,Labis,Labis,Pang Hok Liong,Pang Hok Liong,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Labis,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P142,Labis,Labis,Sarchu Sawal,Sarchu Bin Sawal,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Labis,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P143,Pagoh,Pagoh,Ahmad Nawfal Mahfodz,Ahmad Nawfal Bin Mahfodz,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pagoh,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P143,Pagoh,Pagoh,Ismail Mohamed,Ismail Bin Mohamed,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pagoh,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P143,Pagoh,Pagoh,Mahiaddin Md Yasin,Mahiaddin Bin Md Yasin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pagoh,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P144,Ledang,Ledang,Hamim Samuri,Hamim Bin Samuri,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Ledang,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P144,Ledang,Ledang,Rusman Kemin,Rusman Bin Kemin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Ledang,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P144,Ledang,Ledang,Syed Ibrahim Syed Nor,Syed Ibrahim Bin Syed Nor,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Ledang,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P145,Bakri,Bakri,Kon Chon Chai,Kon Chon Chai,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bakri,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P145,Bakri,Bakri,Yeo Bee Yin,Yeo Bee Yin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bakri,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P145,Bakri,Bakri,Zarul @ Mohamad Zahrul Salleh,Zarul @ Mohamad Zahrul Bin Salleh,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bakri,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P146,Muar,Muar,Abdul Aziz Talib,Abdul Aziz Bin Talib,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Muar,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P146,Muar,Muar,Razali Ibrahim,Razali Bin Ibrahim,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Muar,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P146,Muar,Muar,Syed Saddiq Syed Abdul Rahman,Syed Saddiq Bin Syed Abdul Rahman,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Muar,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P147,Parit Sulong,Parit Sulong,Ahmad Rosdi Bahari,Ahmad Rosdi Bin Bahari,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Parit Sulong,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P147,Parit Sulong,Parit Sulong,Anis Afida Mohd Azli,Anis Afida Bin Mohd Azli,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Parit Sulong,,People's Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,,,,,
P147,Parit Sulong,Parit Sulong,Noraini Ahmad,Noraini Binti Ahmad,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Parit Sulong,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
